Door;UPC;Model Code;Color Name Description;Color Code;Size;Category;Lens Color;Model Name Description;Suggested Retail Price;Wholesale Price;Lens Base;Lens Material;Photochromic;Polarized;Standard;Temple Length ;Bridge Size;Lens Witdth;Lens Height;Folding;Crystals;Rx-Service;Rx-Able;Flex;Geofit;Front Colour Family ;Shape;Type;Temple Material ;Front Material ;Best Seller;Range;Gender;Collection;Limited Edition;New;Advertising;Theme;Items;Brand Name;Brand Code;
0021002876;8053672535532;0VO5037;BLACK;W44;51;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;140;17;51.0;40.6;N;N;N;N;N;;BLACK;Oval;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;N;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672535556;0VO5037;DARK HAVANA;W656;51;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;140;17;51.0;40.6;N;N;N;N;N;;HAVANA;Oval;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;N;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672537413;0VO5031S;TOP DK HAVANA/LT BROWN TRANSP;238613;58;Eyewear;BROWN GRADIENT;;89.95;41.95;Base 6 Decentered;PLAST;N;N;Y;135;16;57.9;42.8;N;N;N;Y;N;;HAVANA;Rectangle;Full Rim;Plastic;Plastic;Y;21-35;Woman;Sun;N;N;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672610567;0VO2714;OPAL DARK VIOLET;2230;52;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;140;16;52.0;37.0;N;N;N;Y;N;;VIOLET;Square;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;N;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672012323;0VO2787;TOP HAVANA/TRANSPARENT;1916;51;Eyewear;DEMO LENS;;119.95;45.36;Base 4;PLAST;N;N;Y;140;16;51.0;36.3;N;N;N;Y;Y;;HAVANA;Square;Full Rim;Plastic;Plastic;Y;21-35;Woman;Optical;N;N;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672426458;0VO2787;DK VIOLET/LILAC/VIOLET TR;2277;51;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;140;16;51.0;36.3;N;N;N;Y;Y;;VIOLET;Square;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;Y;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672012477;0VO2789B;BLACK;W44;52;Eyewear;DEMO LENS;;149.95;58.34;Base 4;PLAST;N;N;Y;135;16;52.0;31.0;N;Y;N;Y;Y;;BLACK;Butterfly;Full Rim;Plastic;Plastic;N;35-50;Woman;Optical;N;N;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;805289351344;0VO2606S;BLACK;W44/87;55;Eyewear;GRAY;;79.95;35.17;Base 6;PLAST;N;N;Y;135;15;55.0;39.2;N;N;N;Y;N;GLOBAL;BLACK;Rectangle;Full Rim;Plastic;Plastic;N;21-35;Woman;Sun;N;N;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672611090;0VO2606S;TOP VIOLET/VIOLET TRANSP;24098H;55;Eyewear;VIOLET GRADIENT;;79.95;35.17;Base 6;PLAST;N;N;Y;135;15;55.0;39.2;N;N;N;Y;N;;VIOLET;Rectangle;Full Rim;Plastic;Plastic;N;21-35;Woman;Sun;N;N;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672611076;0VO2606S;TOP BORDEAUX/OPAL PINK;244914;55;Eyewear;VIOLET GRADIENT BROWN;;79.95;35.17;Base 6;PLAST;N;N;Y;135;15;55.0;39.2;N;N;N;Y;N;;BORDEAUX;Rectangle;Full Rim;Plastic;Plastic;N;21-35;Woman;Sun;N;N;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672365856;0VO3845B;MATTE BORDEAUX;717S;52;Eyewear;DEMO LENS;;149.95;58.34;Base 4;;N;N;N;135;16;52.0;31.4;N;Y;N;Y;Y;;BORDEAUX;Pillow;Full Rim;Plastic;Metal;N;35-50;Woman;Optical;N;Y;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672107234;0VO2832SB;BLACK;W44/11;57;Eyewear;GRAY GRADIENT;;99.95;45.35;Base 6 Decentered;PLAST;N;N;Y;135;18;56.9;48.8;N;Y;N;Y;Y;GLOBAL;BLACK;Square;Full Rim;Plastic;Plastic;N;35-50;Woman;Sun;N;N;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672195835;0VO2843S;TOP CRYST METAL MT VIOLET;21518J;56;Eyewear;POLAR VIOLET GRADIENT;;100.00;44.00;Base 6 Decentered;PLAST;N;Y;N;135;16;56.3;47.3;N;Y;N;Y;N;GLOBAL;CLEAR;Square;Full Rim;Plastic;Plastic;N;35-50;Woman;Sun;Y;N;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672739336;0VO2843S;OPAL PINK;25355R;56;Eyewear;;;79.95;35.17;Base 6 Decentered;PLAST;N;N;Y;135;16;56.3;47.3;N;Y;N;Y;N;;PINK;Square;Full Rim;Plastic;Plastic;N;35-50;Woman;Sun;N;Y;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672610918;0VO2896S;DARK HAVANA;W6565R;54;Eyewear;DARK GREY MIRROR PINK;;79.95;35.17;Base 6 Decentered;PLAST;N;N;Y;140;17;54.7;45.7;N;N;N;Y;N;;HAVANA;Square;Full Rim;Plastic;Plastic;N;21-35;Woman;Sun;N;N;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672236279;0VO2893;DARK GREEN;2193;53;Eyewear;DEMO LENS;;112.00;44.54;Base 4;;N;N;N;145;16;52.8;32.6;N;N;N;N;N;;GREEN;Rectangle;Full Rim;Plastic;Plastic;N;21-35;Man;Optical;N;N;N;MAN (VO);ZPFN;Vogue;VO;
0021002876;8053672239089;0VO2877;MATTE CYCALMEN;2216S;53;Eyewear;DEMO LENS;;99.95;40.29;Base 4;;N;N;N;140;16;53.0;32.1;N;N;N;N;N;;PINK;Pillow;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;N;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672293562;0VO2907;BLACK;W44;54;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;140;18;54.0;41.6;N;N;N;N;Y;;BLACK;Square;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;N;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672293579;0VO2907;DARK HAVANA;W656;54;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;140;18;54.0;41.6;N;N;N;N;Y;;HAVANA;Square;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;N;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672416558;0VO2911;BROWN/ORANGE/TR RED;2312;53;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;140;17;53.0;37.7;N;N;N;N;Y;GLOBAL;BROWN;Pillow;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;Y;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672293678;0VO2908;BLACK;W44;53;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;140;16;53.0;37.5;N;N;N;N;Y;;BLACK;Pillow;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;N;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672293630;0VO2908;DARK HAVANA;W656;51;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;140;16;51.0;36.0;N;N;N;N;Y;;HAVANA;Pillow;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;N;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672294262;0VO3946;GUNMETAL;548;52;Eyewear;DEMO LENS;;133.00;53.04;Base 4;;N;N;N;137;16;52.0;36.0;N;N;N;N;Y;;GUNMETAL;Pillow;Full Rim;Plastic;Metal;N;21-35;Woman;Optical;N;N;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672299052;0VO2915S;TOP BROWN/GLITTER BROWN;225913;53;Eyewear;BROWN GRADIENT;;79.95;35.17;Base 6 Decentered;PLAST;N;N;Y;145;19;52.9;46.5;N;N;N;Y;N;GLOBAL;BROWN;Phantos;Full Rim;Plastic;Plastic;N;21-35;Woman;Sun;N;N;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672353198;0VO2937;BLUETTE/ORANGE/AZURE TR;2278;53;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;140;17;53.0;42.1;N;N;N;N;Y;GLOBAL;BLUE;Oval;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;Y;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672353235;0VO3963;BLACK;352;51;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;140;18;51.0;38.6;N;N;N;N;N;;BLACK;Square;Full Rim;Plastic;Metal;N;21-35;Woman;Optical;N;Y;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672354935;0VO2941S;BLACK;W44/11;56;Eyewear;GRAY GRADIENT;;79.95;35.17;Base 6 Decentered;PLAST;N;N;Y;140;18;56.0;48.4;N;N;N;Y;N;;BLACK;Cat Eye;Full Rim;Plastic;Plastic;N;21-35;Woman;Sun;N;Y;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672354058;0VO2938B;TOP BROWN/OPAL WHITE PINK;1941;54;Eyewear;DEMO LENS;;149.95;58.34;Base 4;;N;N;N;140;18;54.0;40.7;N;Y;N;N;Y;GLOBAL;BROWN;Oval;Full Rim;Plastic;Plastic;N;35-50;Woman;Optical;N;Y;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672354010;0VO2938B;LIGHT BROWN/WHITE/OPAL AZURE;2011;52;Eyewear;DEMO LENS;;149.95;58.34;Base 4;;N;N;N;135;18;52.0;39.2;N;Y;N;N;Y;GLOBAL;LIGHT BROWN;Oval;Full Rim;Plastic;Plastic;N;35-50;Woman;Optical;N;Y;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672536713;0VO2938B;TOP LIGHT GREY/PINK;2390;54;Eyewear;DEMO LENS;;149.95;58.34;Base 4;;N;N;N;140;18;54.0;40.7;N;Y;N;N;Y;;GREY;Oval;Full Rim;Plastic;Plastic;N;35-50;Woman;Optical;N;N;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672403374;0VO2959S;CYCLAMEN;23098H;54;Eyewear;VIOLET GRADIENT;;69.95;31.77;Base 6 Decentered;PLAST;N;N;Y;140;17;53.8;45.8;N;N;N;Y;N;;VIOLET;Butterfly;Full Rim;Plastic;Plastic;N;21-35;Woman;Sun;N;Y;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672441888;0VO2959S;DARK BROWN;230213;54;Eyewear;BROWN GRADIENT;;69.95;31.77;Base 6 Decentered;PLAST;N;N;Y;140;17;53.8;45.8;N;N;N;Y;N;;BROWN;Butterfly;Full Rim;Plastic;Plastic;N;21-35;Woman;Sun;N;Y;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672403237;0VO2957;BLACK;W44;53;Eyewear;DEMO LENS;WAVED TEMPLE;109.95;41.04;Base 4;;N;N;N;140;16;53.0;39.6;N;N;N;N;N;;BLACK;Butterfly;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;Y;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672403626;0VO2962;TOP FUXIA/VIOLET/PINK TR;2313;51;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;135;17;51.0;39.5;N;N;N;N;Y;;VIOLET;Oval;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;Y;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672403589;0VO2961;TOP BLACK/TRANSPARENT;W827;53;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;135;17;53.0;37.5;N;N;N;N;Y;;BLACK;Cat Eye;Full Rim;Plastic;Plastic;N;;Woman;Optical;N;Y;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672404012;0VO2967;OPAL VIOLET;2315;47;Eyewear;DEMO LENS;;79.95;32.38;Base 4;;N;N;N;130;16;47.0;34.7;N;N;N;N;Y;;VIOLET;Square;Full Rim;Plastic;Plastic;N;09-12;Unisex;Optical;N;Y;N;KIDS (VO);ZPFN;Vogue;VO;
0021002876;8053672404029;0VO2967;TOP BLACK/TRANSPARENT;W827;47;Eyewear;DEMO LENS;;79.95;32.38;Base 4;;N;N;N;130;16;47.0;34.7;N;N;N;N;Y;;BLACK;Square;Full Rim;Plastic;Plastic;N;09-12;Unisex;Optical;N;Y;N;KIDS (VO);ZPFN;Vogue;VO;
0021002876;8053672404265;0VO2970;BLACK;W44;51;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;135;16;51.0;31.7;N;N;N;N;Y;;BLACK;Pillow;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;Y;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672404975;0VO3976;BROWN;934;54;Eyewear;DEMO LENS;;129.95;49.68;Base 4;;N;N;N;135;17;54.0;33.6;N;N;N;N;Y;;BROWN;Pillow;Full Rim;Plastic;Metal;N;21-35;Woman;Optical;N;Y;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672404807;0VO3975;BLACK;352;52;Eyewear;DEMO LENS;;129.95;49.68;Base 4;;N;N;N;135;17;51.7;37.7;N;N;N;N;N;;BLACK;Square;Full Rim;Plastic;Metal;N;21-35;Woman;Optical;N;Y;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672439649;0VO3975;MATTE BRUSHED BLUE;982S;52;Eyewear;DEMO LENS;;129.95;49.68;Base 4;;N;N;N;135;17;51.7;37.7;N;N;N;N;N;;BLUE;Square;Full Rim;Plastic;Metal;N;21-35;Woman;Optical;N;Y;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672404463;0VO3970B;MATTE GREEN;981S;51;Eyewear;DEMO LENS;;139.95;55.58;Base 4;;N;N;N;135;17;51.0;32.7;N;Y;N;N;N;;GREEN;Butterfly;Full Rim;Plastic;Metal;N;35-50;Woman;Optical;N;Y;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672597523;0VO5056;TOP BLUETTE/BLUETTE TRASP;2407;53;Eyewear;DEMO LENS;;139.95;54.02;Base 4;;N;N;N;140;17;53.1;38.9;N;N;N;N;Y;;BLUE;Cat Eye;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;N;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672597097;0VO5057;BLACK;W44;53;Eyewear;DEMO LENS;;139.95;54.02;Base 4;;N;N;N;140;16;53.1;39.6;N;N;N;N;Y;;BLACK;Irregular;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;N;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672598599;0VO4009;ELECTRIC BLUE/SILVER;5016;52;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;140;18;52.0;35.0;N;N;N;N;N;;BLUE;Pillow;Full Rim;Plastic;Metal;N;21-35;Woman;Optical;N;N;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672739428;0VO4010S;PASTEL BLUE;50547B;57;Eyewear;GRAD LIGHT BLUE MIRROR SILVER;;79.95;35.17;Base 6 Decentered;PLAST;N;N;Y;140;17;57.0;49.5;N;N;N;Y;N;;BLUE;Phantos;Full Rim;Plastic;Metal;N;21-35;Woman;Sun;N;Y;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672598070;0VO4011;BLACK/SILVER;352;49;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;140;18;48.7;43.1;N;N;N;N;N;;BLACK;Phantos;Full Rim;Plastic;Metal;N;21-35;Woman;Optical;N;N;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672598131;0VO4011;PETROLEUM/SILVER;5005;49;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;140;18;48.7;43.1;N;N;N;N;N;;GREEN;Phantos;Full Rim;Plastic;Metal;N;21-35;Woman;Optical;N;N;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672598162;0VO4011;ANTHRACITE/GOLD;999;51;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;140;18;50.7;44.9;N;N;N;N;N;;GREY;Phantos;Full Rim;Plastic;Metal;N;21-35;Woman;Optical;N;N;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672607444;0VO5059B;BLACK;W44;52;Eyewear;DEMO LENS;;149.95;58.34;Base 4;;N;N;N;135;16;52.1;30.7;N;Y;N;N;N;;BLACK;Rectangle;Full Rim;Plastic;Plastic;N;35-50;Woman;Optical;N;N;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672617368;0VO5061SB;BLACK;W44/87;53;Eyewear;GRAY;;99.95;45.35;Base 6 Decentered;PLAST;N;N;Y;135;20;53.0;48.6;N;Y;N;Y;N;;BLACK;Square;Full Rim;Plastic;Plastic;N;35-50;Woman;Sun;N;N;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672600667;0VO5061SB;HAVANA;W65613;53;Eyewear;BROWN GRADIENT;;99.95;45.35;Base 6 Decentered;PLAST;N;N;Y;135;20;53.0;48.6;N;Y;N;Y;N;;HAVANA;Square;Full Rim;Plastic;Plastic;N;35-50;Woman;Sun;N;N;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672596960;0VO5070;BLUE;2403;46;Eyewear;DEMO LENS;;79.95;32.38;Base 4;;N;N;N;125;16;46.0;29.8;N;N;N;N;Y;;BLUE;Pillow;Full Rim;Plastic;Plastic;N;05-08;Unisex;Optical;N;N;N;KIDS (VO);ZPFN;Vogue;VO;
0021002876;8053672596915;0VO5070;TOP BLACK/TRANSPARENT;W827;48;Eyewear;DEMO LENS;;79.95;32.38;Base 4;;N;N;N;130;16;48.0;31.1;N;N;N;N;Y;;BLACK;Pillow;Full Rim;Plastic;Plastic;N;05-08;Unisex;Optical;N;N;N;KIDS (VO);ZPFN;Vogue;VO;
0021002876;8053672596724;0VO5053;BLACK;W44;51;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;135;16;51.0;33.1;N;N;N;N;N;;BLACK;Pillow;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;N;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672650570;0VO5103;TOP BLUE/BLUE TRANSP;2471;51;Eyewear;DEMO LENS;;139.95;54.02;Base 4;;N;N;N;135;17;51.2;37.0;N;N;N;N;Y;;BLUE;Pillow;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;Y;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672650662;0VO5104;TOP DARK HAVANA/BROWN TRANSP;2386;49;Eyewear;DEMO LENS;;139.95;54.02;Base 4;;N;N;N;135;19;49.3;44.4;N;N;N;N;Y;;HAVANA;Phantos;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;Y;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672650723;0VO5104;TOP RED/RED TRANSPARENT;2470;49;Eyewear;DEMO LENS;;139.95;54.02;Base 4;;N;N;N;135;19;49.3;44.4;N;N;N;N;Y;;RED;Phantos;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;Y;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672650716;0VO5104;TOP RED/RED TRANSPARENT;2470;51;Eyewear;DEMO LENS;;139.95;54.02;Base 4;;N;N;N;140;19;51.2;46.0;N;N;N;N;Y;;RED;Phantos;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;Y;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672651102;0VO5093SB;TOP OPAL GREY/SERIGRAPHY;246736;54;Eyewear;PINK GRADIENT DARK GREY;;99.95;45.35;Base 6;PLAST;N;N;Y;130;18;54.3;45.6;N;Y;N;Y;N;;GREY;Square;Full Rim;Plastic;Plastic;N;35-50;Woman;Sun;N;Y;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672650464;0VO4027B;FUXIA;5027;53;Eyewear;DEMO LENS;;149.95;58.34;Base 4;;N;N;N;135;18;53.1;36.0;N;Y;N;N;N;;PURPLE/REDDISH;Butterfly;Semi Rim;Plastic;Metal;N;35-50;Woman;Optical;N;Y;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672650426;0VO4027B;BRUSHED BROWN;934;53;Eyewear;DEMO LENS;;149.95;58.34;Base 4;;N;N;N;135;18;53.1;36.0;N;Y;N;N;N;;HAVANA;Butterfly;Semi Rim;Plastic;Metal;N;35-50;Woman;Optical;N;Y;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672650075;0VO5102;TOP DARK HAVANA/TRANSP BROWN;2386;51;Eyewear;DEMO LENS;;139.95;54.02;Base 4;;N;N;N;135;17;51.1;41.0;N;N;N;N;Y;;HAVANA;Cat Eye;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;Y;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672650112;0VO5102;TOP PETROLEUM/GREEN TRANSP;2469;51;Eyewear;DEMO LENS;;139.95;54.02;Base 4;;N;N;N;135;17;51.1;41.0;N;N;N;N;Y;;GREEN;Cat Eye;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;Y;Y;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672650129;0VO5102;TOP BLUE/BLUE TRANSP;2471;53;Eyewear;DEMO LENS;;139.95;54.02;Base 4;;N;N;N;140;17;53.2;42.7;N;N;N;N;Y;;BLUE;Cat Eye;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;Y;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672655933;0VO5094BF;BLACK;W44;54;Eyewear;DEMO LENS;;149.95;58.34;Base 4;;N;N;N;135;18;54.0;35.3;N;Y;N;N;N;;BLACK;Pillow;Full Rim;Plastic;Plastic;N;;Woman;Optical;N;N;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672656121;0VO5104F;TOP VIOLET/VIOLET TRANSP;2409;51;Eyewear;DEMO LENS;;139.95;54.02;Base 4;;N;N;N;145;19;51.1;45.6;N;N;N;N;Y;;VIOLET;Phantos;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;N;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672656152;0VO5092BF;BLACK;W44/87;55;Eyewear;GREY;;99.95;45.35;Base 6;PLAST;N;N;Y;135;18;55.0;49.8;N;Y;N;Y;N;;BLACK;Oval;Full Rim;Plastic;Plastic;N;35-50;Woman;Sun;N;N;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672656022;0VO5103F;TOP RED/RED TRANSPARENT;2470;53;Eyewear;DEMO LENS;;139.95;54.02;Base 4;;N;N;N;145;17;53.2;38.3;N;N;N;N;Y;;RED;Pillow;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;N;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672486346;0VO2998;TOP VIOLET GRAD OPAL POWDER;2347;52;Eyewear;DEMO LENS;;129.95;49.68;;;N;N;N;140;16;52.1;40.4;N;N;N;N;Y;;PURPLE/REDDISH;Cat Eye;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;Y;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672486391;0VO2998;BLACK;W44;54;Eyewear;DEMO LENS;;129.95;49.68;;;N;N;N;140;16;54.3;42.6;N;N;N;N;Y;;BLACK;Cat Eye;Full Rim;Plastic;Plastic;N;21-35;Woman;Optical;N;Y;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672486131;0VO2994SB;TOP DARK BLUE/OPAL POWDER;235011;57;Eyewear;GREY GRADIENT;;99.95;45.35;Base 6 Decentered;PLAST;N;N;Y;130;18;57.1;46.2;N;Y;N;Y;N;;BLUE;Square;Full Rim;Plastic;Plastic;N;35-50;Woman;Sun;N;Y;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672486506;0VO3981;BLACK;352;52;Eyewear;DEMO LENS;;119.95;45.36;Base 4;;N;N;N;135;17;52.0;33.8;N;N;N;N;Y;;BLACK;Butterfly;Semi Rim;Plastic;Metal;N;21-35;Woman;Optical;N;Y;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672486629;0VO3982SB;GUNMETAL;548/8F;58;Eyewear;BLUE GRADIENT;;99.95;45.35;Base 6 Decentered;PLAST;N;N;Y;130;17;58.0;45.9;N;Y;N;Y;N;;GUNMETAL;Butterfly;Full Rim;Plastic;Metal;N;35-50;Woman;Sun;N;Y;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672483772;0VO5001BF;EGGPLANT/OPAL PINK;2321;54;Eyewear;DEMO LENS;;149.95;58.34;Base 4;;N;N;N;140;16;54.0;34.3;N;Y;N;N;N;;PURPLE/REDDISH;Rectangle;Full Rim;Plastic;Plastic;N;35-50;Woman;Optical;N;Y;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672486889;0VO3987B;BLACK;352;52;Eyewear;DEMO LENS;;149.95;58.34;Base 4;;N;N;N;135;16;52.0;35.7;N;Y;N;N;N;;BLACK;Cat Eye;Full Rim;Plastic;Metal;N;35-50;Woman;Optical;N;Y;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672486124;0VO2993S;DARK HAVANA;W65613;57;Eyewear;BROWN GRADIENT;;79.95;38.56;Base 6 Decentered;PLAST;N;N;Y;140;18;57.1;46.8;N;N;N;Y;N;;HAVANA;Cat Eye;Full Rim;Plastic;Plastic;N;21-35;Woman;Sun;N;Y;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672611250;0VO2993S;TOP VIOLET/VIOLET TRANSP;24098H;57;Eyewear;VIOLET GRADIENT;;79.95;38.56;Base 6 Decentered;PLAST;N;N;Y;140;18;57.1;46.8;N;N;N;Y;N;;VIOLET;Cat Eye;Full Rim;Plastic;Plastic;N;21-35;Woman;Sun;N;N;N;CASUAL CHIC;ZPFN;Vogue;VO;
0021002876;8053672485981;0VO2991S;NIGHT BLUE;232548;56;Eyewear;AZURE GRAD PINK GRAD BROWN;;79.95;35.17;Base 6 Decentered;PLAST;N;N;Y;140;19;;;N;N;N;Y;N;;BLUE;Square;Full Rim;Plastic;Plastic;N;21-35;Woman;Sun;N;Y;N;IN VOGUE;ZPFN;Vogue;VO;
0021002876;8053672486445;0VO2999B;TOP DARK HAVANA/PINK CRYSTAL;2343;52;Eyewear;DEMO LENS;;149.95;58.34;Base 4;;N;N;N;135;16;52.0;35.5;N;Y;N;N;N;;HAVANA;Pillow;Full Rim;Plastic;Plastic;N;35-50;Woman;Optical;N;Y;N;TIMELESS;ZPFN;Vogue;VO;
0021002876;8053672610949;0VO2992S;DARK HAVANA;W6565R;53;Eyewear;GREY MIRROR ROSE GOLD;;79.95;35.17;Base 6 Decentered;PLAST;N;N;Y;140;19;52.6;47.6;N;N;N;Y;N;;HAVANA;Phantos;Full Rim;Plastic;Plastic;N;21-35;Woman;Sun;N;N;N;IN VOGUE;ZPFN;Vogue;VO;
